ID,Category,Synomyms,Related synonyms,Name,ExactSynonym and label identical,description jaccard diff,Legacy Description,description details comment,Claude opus Aristotelian definition,Curated Claude opus Aristotelian definition,Reference (DOI),Layers comment,layer parts,Parent
AIO:FeedbackLoopBias,AIO:BiasSubset,,,Feedback Loop Bias,FALSE,0.25,Effects occurring when an algorithm learns from user behavior and feeds that behavior back into the model.,,A use and interpretation bias occurring when an algorithm learns from user behavior and feeds that behavior back into the model.,A use and interpretation bias occurring when an algorithm learns from user behavior and feeds that behavior back into the model.,https://doi.org/10.6028/NIST.SP.1270,,,AIO:UseAndInterpretationBias
AIO:ActivityBias,AIO:BiasSubset,,,Activity Bias,FALSE,0.29,"Selection bias occurring when systems/platforms get training data from their most active users, rather than less active or inactive users.",,A use and interpretation bias occurring when systems/platforms get training data from their most active users rather than less active or inactive users.,A use and interpretation bias occurring when systems/platforms get training data from their most active users rather than less active or inactive users.,https://en.wikipedia.org/wiki/Interpretive_bias,,,AIO:UseAndInterpretationBias
AIO:EmergentBias,AIO:BiasSubset,,,Emergent Bias,FALSE,0.24,Bias resulting from the use and reliance on algorithms across new or unanticipated contexts.,,A use and interpretation bias resulting from the use and reliance on algorithms across new or unanticipated contexts.,A use and interpretation bias resulting from the use and reliance on algorithms across new or unanticipated contexts.,https://doi.org/10.6028/NIST.SP.1270,,,AIO:UseAndInterpretationBias
AIO:HostileAttributionBias,AIO:BiasSubset,,,Hostile Attribution Bias,FALSE,0.40,Bias where individuals perceive benign or ambiguous behaviors as hostile.,Bias where individuals perceive benign or ambiguous behaviors as hostile.,A use and interpretation bias where individuals perceive benign or ambiguous behaviors as hostile.,A use and interpretation bias where individuals perceive benign or ambiguous behaviors as hostile.,https://en.wikipedia.org/wiki/Interpretive_bias,,,AIO:UseAndInterpretationBias
AIO:DataDredgingBias,AIO:BiasSubset,Data Dredging,,Data Dredging Bias,FALSE,0.22,Statistical bias where testing many hypotheses in a dataset may yield apparent statistical significance even when results are nonsignificant.,,A use and interpretation bias where testing many hypotheses in a dataset may yield apparent statistical significance even when results are nonsignificant.,A use and interpretation bias where testing many hypotheses in a dataset may yield apparent statistical significance even when results are nonsignificant.,https://doi.org/10.6028/NIST.SP.1270,,,AIO:UseAndInterpretationBias
AIO:word2vecSkipGram,AIO:NetworkSubset,W2V-SkipGram,SkipGram,word2vec-SkipGram,FALSE,#N/A,,,"A word2vec that predicts surrounding context words from the current word, giving more weight to nearby context words than distant ones.","A word2vec that predicts surrounding context words from the current word, giving more weight to nearby context words than distant ones.",https://en.wikipedia.org/wiki/Word2vec,"Layers: Input, Hidden, Output",AIO:InputLayer|AIO:HiddenLayer|AIO:OutputLayer,AIO:word2vec
AIO:word2vecCBOW,AIO:NetworkSubset,W2V-CBOW,CBOW,word2vec-CBOW,FALSE,#N/A,,,"A word2vec that predicts the current word from a window of surrounding context words, ignoring the order of context words.","A word2vec that predicts the current word from a window of surrounding context words, ignoring the order of context words.",https://en.wikipedia.org/wiki/Word2vec,"Layers: Input, Hidden, Output",AIO:InputLayer|AIO:HiddenLayer|AIO:OutputLayer,AIO:word2vec
AIO:Model,AIO:ModelSubset,,,Model,FALSE,0.38,"A model is an abstract representation of a complex system, generally assembled as a set of logical, mathematical, or conceptual properties to simulate or understand the system's behavior.",,An abstract representation of a complex system generally assembled as a set of logical mathematical or conceptual properties to simulate or understand the system's behavior.,An abstract representation of a complex system generally assembled as a set of logical mathematical or conceptual properties to simulate or understand the system's behavior.,https://en.wikipedia.org/wiki/Mathematical_model|,,,owl:Thing
AIO:PReLULayer,AIO:LayerSubset,,,PReLU Layer,FALSE,1.00,Parametric Rectified Linear Unit.,Parametric Rectified Linear Unit.,An activation layer that applies parametric rectified linear unit function element-wise.,An activation layer that applies parametric rectified linear unit function element-wise.,https://www.tensorflow.org/api_docs/python/tf/keras/layers/PReLU,,,AIO:ActivationLayer
AIO:ELULayer,AIO:LayerSubset,,,ELU Layer,FALSE,0.85,Exponential Linear Unit.,Exponential Linear Unit.,An activation layer that applies the Exponential Linear Unit (ELU) function element-wise.,An activation layer that applies the Exponential Linear Unit (ELU) function element-wise.,https://www.tensorflow.org/api_docs/python/tf/keras/layers/ELU,,,AIO:ActivationLayer
AIO:LeakyReLULayer,AIO:LayerSubset,,,LeakyReLU Layer,FALSE,1.00,Leaky version of a Rectified Linear Unit.,Leaky version of a Rectified Linear Unit.,An activation layer that applies the leaky rectified linear unit function element-wise.,An activation layer that applies the leaky rectified linear unit function element-wise.,https://www.tensorflow.org/api_docs/python/tf/keras/layers/LeakyReLU,,,AIO:ActivationLayer
AIO:ReLULayer,AIO:LayerSubset,,,ReLU Layer,FALSE,0.96,"Rectified Linear Unit activation function. With default values, it returns element-wise max(x, 0).","Rectified Linear Unit activation function. With default values, it returns element-wise max(x, 0).",An activation layer that applies the rectified linear unit function element-wise.,An activation layer that applies the rectified linear unit function element-wise.,https://www.tensorflow.org/api_docs/python/tf/keras/layers/ReLU,,,AIO:ActivationLayer
AIO:SoftmaxLayer,AIO:LayerSubset,,,Softmax Layer,FALSE,0.92,Softmax activation function.,Softmax activation function.,An activation layer that applies the softmax function to the inputs.,An activation layer that applies the softmax function to the inputs.,https://www.tensorflow.org/api_docs/python/tf/keras/layers/Softmax,,,AIO:ActivationLayer
AIO:ThresholdedReLULayer,AIO:LayerSubset,,,ThresholdedReLU Layer,FALSE,1.00,Thresholded Rectified Linear Unit.,Thresholded Rectified Linear Unit.,An activation layer that applies the thresholded rectified linear unit function element-wise.,An activation layer that applies the thresholded rectified linear unit function element-wise.,https://www.tensorflow.org/api_docs/python/tf/keras/layers/ThresholdedReLU,,,AIO:ActivationLayer
AIO:RankingBias,AIO:BiasSubset,,,Ranking Bias,FALSE,0.33,"The idea that top-ranked results are the most relevant and important, leading to more clicks than other results.",,An anchoring bias characterized by the idea that top-ranked results are the most relevant and important leading to more clicks than other results.,An anchoring bias characterized by the idea that top-ranked results are the most relevant and important leading to more clicks than other results.,https://doi.org/10.6028/NIST.SP.1270,,,AIO:AnchoringBias
